Id,SalePrice
0,11.78923219467596
1,11.97307459122624
2,12.076507627132912
3,12.170585612106121
4,12.121846545817897
5,12.12128550119907
6,12.100871612780145
7,12.058739552322315
8,12.11116056051142
9,11.680091483148077
10,12.200375095373177
11,11.427694489273017
12,11.469770670527575
13,11.901095416103841
14,11.807377232782486
15,12.833013082840948
16,12.512857893819591
17,12.527184547584765
18,12.497911513651477
19,12.956864912171211
20,12.728754581078881
21,12.229028047959876
22,12.028023868366823
23,12.076454322388516
24,12.11523306484302
25,12.152316638178403
26,12.742374818924604
27,12.383406081411733
28,12.189156410084165
29,12.21252489832501
30,12.131644548009463
31,11.479626627416419
32,12.148282517304345
33,12.55037030733457
34,12.630208062213924
35,12.320212094763823
36,12.085753839760471
37,11.98886671379429
38,11.983322785961901
39,11.9153316787265
40,12.039063762049754
41,11.95091907792816
42,12.656376600736847
43,12.33993851109004
44,12.294913906357865
45,12.09796833208706
46,12.316253356795249
47,12.225793735437327
48,11.996590806160967
49,11.897163925055347
50,11.854801678253482
51,12.02268828026688
52,11.874676306345174
53,12.037391384479212
54,12.049076052434836
55,11.914203625577157
56,12.007299602137826
57,11.692555165797371
58,12.309331315547718
59,11.812746974542101
60,11.824096351516589
61,11.958583987134334
62,11.625438984759693
63,11.700474606922254
64,11.734055831704419
65,11.779163256255973
66,11.514681090351644
67,11.835943418565893
68,11.921714097762031
69,12.036241742244982
70,11.541676722217383
71,11.54068031269709
72,11.884146487740557
73,11.754238032278149
74,11.939215431579822
75,11.670559892538659
76,11.117094207050005
77,11.966944893593677
78,12.147146852584966
79,11.530297953041153
80,11.988799226589755
81,11.868299036672484
82,12.384245136867413
83,11.267747680141206
84,11.546418198879843
85,11.697613606973224
86,11.744022300225206
87,11.795282659624641
88,11.608650242283412
89,11.777961287469394
90,11.700091235157942
91,11.767283274775348
92,11.826690492035238
93,11.544094196848544
94,12.100543300086485
95,11.247623585401632
96,11.612210052555731
97,11.309880916419365
98,11.516519620967694
99,11.78736300895571
100,11.900983738316338
101,11.781478509860479
102,11.667459064681807
103,11.99117568216903
104,11.878188417629442
105,12.32617664708453
106,11.12967368574107
107,12.34034897423063
108,11.979878195118339
109,11.768497526243381
110,11.6183277714678
111,11.894326272227072
112,12.426515022982455
113,11.554935033088945
114,12.106106286425163
115,12.272065834939635
116,12.129591558170832
117,11.846210020386096
118,11.899017569882082
119,12.15619889129911
120,11.809985159238337
121,11.785597340203324
122,12.748043356298615
123,12.346621109509682
124,11.86191209223018
125,11.004288668452515
126,11.529769302028622
127,11.918074819254455
128,11.453111537959344
129,11.808647680628933
130,11.615386295328609
131,11.792106038576978
132,11.709395564676864
133,11.831504794922605
134,11.677291833312383
135,12.401642041390994
136,12.046533444143046
137,12.199211493920618
138,11.94745252004042
139,12.006298525617755
140,10.966738613243262
141,11.65297946670803
142,11.45314386997664
143,12.504203248236134
144,12.387640236717969
145,12.093474097272624
146,11.939538261424525
147,12.230223261790098
148,12.120440581918542
149,11.95774407287204
150,11.830253571979778
151,12.010986715790754
152,11.951120709954763
153,11.65128529817648
154,11.394992169638934
155,11.200428803053118
156,11.39156721567161
157,11.731413416280095
158,11.823772551843582
159,11.843866418780774
160,11.880361275872177
161,11.905198983412877
162,12.649120142143577
163,12.253539015554006
164,11.765320599375158
165,11.977887079697652
166,12.132877369314503
167,12.518309713658347
168,12.068108540583273
169,12.808274351419064
170,12.24729798409382
171,12.3378641173929
172,12.07842220222652
173,12.13248047087169
174,12.104731038722631
175,12.002980513207433
176,12.086803091196545
177,12.180498970431923
178,12.066110247625268
179,12.565591403752945
180,12.098404451926763
181,12.30380777897791
182,12.30585950539024
183,12.340033126156856
184,12.104912667551996
185,11.942631762352368
186,11.919283265379203
187,11.788686454995126
188,11.851187923773038
189,11.668274168116573
190,11.673974157212713
191,11.455962699320416
192,11.588414534179295
193,11.912754859178596
194,11.86879232357253
195,11.881387856457831
196,11.960110183160186
197,11.926702690738306
198,11.842889237775859
199,11.896691293030186
200,13.021399321517263
201,12.893460351539646
202,12.824466932606912
203,12.972975028314405
204,12.65347657840385
205,12.714250685479493
206,12.802653486876926
207,12.766956747527262
208,12.611292023252817
209,12.777903755029932
210,12.501918668332417
211,12.97988673244488
212,12.583954970496777
213,12.428149395945102
214,12.169747130663618
215,12.172429698001674
216,12.293818895322728
217,13.145394093500963
218,12.810815218407901
219,12.752781947837493
220,12.368221340521385
221,12.631260319355762
222,12.109783463286863
223,12.046878222414033
224,12.066646355716333
225,12.02736375480549
226,12.049255060549994
227,12.121132496755571
228,12.12587271432912
229,12.123915038847459
230,12.110815006527767
231,12.356284608943673
232,12.069722048664454
233,12.095950840720091
234,12.028360798983284
235,12.50038539821373
236,12.052654957393822
237,12.899623858006517
238,12.705051928407944
239,12.395185778468115
240,12.470272844394149
241,12.445704324938578
242,12.405858047368248
243,12.607699219930256
244,12.31568497609701
245,12.994716425403945
246,12.271899246430664
247,12.288212770848043
248,12.510187425665789
249,12.302401215366775
250,12.41648490526887
251,12.48219424283731
252,12.477433182246296
253,12.299669767464197
254,12.19106313314747
255,12.146284884194367
256,12.030286378679378
257,11.79010894297022
258,12.202915255260526
259,12.451070824061189
260,11.991830920011674
261,11.66641738955219
262,11.942633736602458
263,12.303132828803415
264,12.401829889365594
265,12.159369092932439
266,12.034348691169807
267,12.091706029947998
268,12.000637630358225
269,11.944474025800172
270,11.675773042519287
271,11.810801474381227
272,11.651607724395136
273,11.716279608873648
274,11.793025789898305
275,11.619287008183958
276,12.845434641641717
277,12.340659989629954
278,12.52667378047781
279,12.235064516098902
280,12.164360737777425
281,12.038981276213406
282,12.03803947543546
283,12.648671033981028
284,12.308383929665759
285,12.273382536113184
286,12.286634707065424
287,12.346549436985395
288,11.995967848160337
289,11.831051106173902
290,12.403595850472373
291,11.712090530167352
292,11.82739011179455
293,12.116601733135884
294,12.073424579852068
295,11.672031912901788
296,11.733715542681603
297,11.859619731810627
298,11.927987125762517
299,12.039310253570275
300,11.833354097256034
301,12.08293208357374
302,12.011087463477876
303,11.655067685188202
304,12.005961790631
305,11.957946998556986
306,12.348956308103851
307,11.844146131106372
308,12.12838263442331
309,11.881043215677689
310,11.744263470749695
311,11.824365956540213
312,11.806786101254945
313,11.712477335794356
314,11.774247125295862
315,11.70393741439587
316,11.690908099744481
317,11.829466291733391
318,11.649310069646129
319,12.099355380352586
320,11.744308181021616
321,11.351747979223193
322,11.897782703554961
323,11.545655681868773
324,11.59962611003549
325,11.749135511195886
326,12.000972630383554
327,10.926003551749037
328,11.360155686102614
329,11.097015020886282
330,12.004734811429472
331,11.959473600756152
332,11.758778863353832
333,11.843810284682197
334,11.841723590432702
335,11.680248796928076
336,11.704802880047472
337,11.70582701021796
338,11.64703450584036
339,11.746541927451739
340,11.850218627994137
341,11.647442503486186
342,11.9058789341385
343,11.900319431905249
344,11.824952995604576
345,11.74969383033315
346,11.736439997646523
347,11.653172244447436
348,11.528658557661132
349,11.808959083217903
350,11.552856967856385
351,11.502226641283405
352,11.731694265335216
353,11.477386012596405
354,10.89927931896441
355,11.427406671460806
356,11.5341905635664
357,11.855876498284836
358,11.700340892086167
359,11.108429578378065
360,11.570495536670272
361,11.886063622728749
362,10.902494402097943
363,11.789900957854428
364,11.737150321470475
365,11.480412748971503
366,11.508493131889148
367,11.81362479580324
368,11.585552654784411
369,11.90938834092339
370,11.906799809578317
371,11.46989266052548
372,11.797324879567666
373,11.767039196099136
374,11.852685776169224
375,11.782964711961295
376,11.369082775050739
377,11.787860756013588
378,11.405878978530104
379,11.996636837834087
380,11.861635024838682
381,11.208820409110785
382,11.786985484222466
383,11.77444566106912
384,11.852844908003755
385,11.977798640335786
386,11.931827280094394
387,10.958531081130037
388,11.581834987698699
389,11.685814613649846
390,11.965264640174693
391,11.75426673759641
392,11.777094463127627
393,12.010141627208945
394,11.929457780171482
395,12.289322794530715
396,11.857127064339785
397,11.861125045002227
398,11.69246828621003
399,11.888453503347588
400,11.690540940071507
401,12.464450930324242
402,12.428513633424688
403,12.428513633424688
404,12.74293880793964
405,12.757022874705537
406,12.441158397338853
407,12.708659281095732
408,12.259509063498697
409,12.348361714027975
410,12.394997653755414
411,12.040979946613623
412,12.439610696596903
413,11.815272944022439
414,12.20715403638533
415,12.146162103183
416,12.27169158660613
417,12.205962132392044
418,11.763199992897928
419,11.838586824898508
420,12.399512321373928
421,12.430812881402534
422,12.18721460814203
423,12.27251920866666
424,12.353950328662142
425,12.644614176973636
426,12.215361947669663
427,12.551567400255403
428,11.941275790952176
429,11.789669447514283
430,11.880943781595343
431,11.583898700559955
432,11.771933746575636
433,11.756836492334427
434,11.912527835253249
435,11.77748227976932
436,11.680131279149002
437,11.414236776705971
438,11.861585597029853
439,11.843105361654427
440,11.967782126747043
441,11.929633493835121
442,12.370703255718004
443,11.774617690982081
444,12.048743347565617
445,12.028150631593515
446,12.208772285165306
447,11.621040328709062
